year,state_fips,county_fips,state,county,total,female,male,alaskan_or_am_indian,asian,black,hispanic,mixed,pacific_islander,white
2006,32,001,Nevada,"Churchill County",24842,50.0,50.0,5.1,2.9,1.7,10.6,3.2,0.2,86.9
2007,32,001,Nevada,"Churchill County",24961,50.0,50.0,5.0,2.8,1.6,11.0,3.4,0.2,87.0
2008,32,001,Nevada,"Churchill County",25049,50.0,50.0,5.1,2.9,1.5,11.6,3.5,0.2,86.7
2009,32,001,Nevada,"Churchill County",25067,49.9,50.1,5.1,2.9,1.6,12.1,3.7,0.2,86.6
2010,32,001,Nevada,"Churchill County",24810,49.6,50.4,4.7,2.8,1.6,12.5,4.2,0.3,86.4
2000,32,003,Nevada,"Clark County",1393909,49.1,50.9,0.9,5.5,9.4,22.1,2.4,0.5,81.3
2001,32,003,Nevada,"Clark County",1460500,49.2,50.8,0.9,5.9,9.5,22.9,2.6,0.5,80.6
2002,32,003,Nevada,"Clark County",1522962,49.3,50.7,0.9,6.2,9.6,23.7,2.7,0.6,79.9
2003,32,003,Nevada,"Clark County",1584166,49.4,50.6,1.0,6.6,9.8,24.3,2.9,0.6,79.2
2004,32,003,Nevada,"Clark County",1662773,49.4,50.6,1.0,7.0,10.0,25.0,3.0,0.6,78.5
2005,32,003,Nevada,"Clark County",1729522,49.4,50.6,1.0,7.4,10.2,25.9,3.1,0.7,77.6
2006,32,003,Nevada,"Clark County",1803774,49.4,50.6,1.1,7.8,10.5,26.8,3.3,0.7,76.7
2007,32,003,Nevada,"Clark County",1867817,49.5,50.5,1.1,8.2,10.6,27.7,3.4,0.7,75.8
2008,32,003,Nevada,"Clark County",1912349,49.5,50.5,1.1,8.6,10.8,28.3,3.6,0.8,75.1
2009,32,003,Nevada,"Clark County",1939407,49.6,50.4,1.1,8.8,11.0,28.8,3.8,0.8,74.6
2010,32,003,Nevada,"Clark County",1954260,49.7,50.3,1.2,9.0,11.1,29.2,3.9,0.8,74.1
2000,32,005,Nevada,"Douglas County",41443,49.5,50.5,1.7,1.3,0.3,7.4,1.5,0.2,95.0
2001,32,005,Nevada,"Douglas County",42327,49.5,50.5,1.7,1.4,0.4,7.9,1.5,0.2,94.9
2002,32,005,Nevada,"Douglas County",43436,49.6,50.4,1.7,1.4,0.4,8.2,1.7,0.1,94.7
2003,32,005,Nevada,"Douglas County",44524,49.5,50.5,1.7,1.5,0.4,8.7,1.8,0.1,94.6
2004,32,005,Nevada,"Douglas County",46388,49.5,50.5,1.7,1.5,0.4,8.8,1.8,0.1,94.4
2005,32,005,Nevada,"Douglas County",46731,49.8,50.2,1.7,1.5,0.4,9.2,2.1,0.2,94.2
2006,32,005,Nevada,"Douglas County",46855,49.8,50.2,1.8,1.6,0.4,9.7,2.2,0.2,93.9
2007,32,005,Nevada,"Douglas County",47166,49.9,50.1,1.8,1.5,0.4,10.0,2.3,0.2,93.8
2008,32,005,Nevada,"Douglas County",47270,49.9,50.1,1.9,1.6,0.4,10.3,2.4,0.2,93.5
2009,32,005,Nevada,"Douglas County",46965,50.1,49.9,2.1,1.6,0.5,10.7,2.6,0.2,93.2
2010,32,005,Nevada,"Douglas County",46956,50.0,50.0,1.9,1.6,0.5,11.0,2.8,0.2,93.0
2000,32,007,Nevada,"Elko County",45233,47.9,52.1,5.4,0.8,0.6,19.8,1.3,0.1,91.7
2001,32,007,Nevada,"Elko County",45063,47.9,52.1,5.5,0.8,0.7,20.2,1.4,0.1,91.5
2002,32,007,Nevada,"Elko County",44173,48.1,51.9,5.6,0.9,0.8,20.6,1.5,0.1,91.2
2003,32,007,Nevada,"Elko County",43693,48.4,51.6,5.7,1.0,0.8,20.8,1.6,0.2,90.8
2004,32,007,Nevada,"Elko County",43830,48.3,51.7,5.8,0.9,0.8,21.1,1.7,0.2,90.6
2005,32,007,Nevada,"Elko County",44760,48.3,51.7,5.9,1.0,0.9,21.4,1.8,0.2,90.3
2006,32,007,Nevada,"Elko County",46108,48.3,51.7,5.8,1.0,0.9,21.5,1.9,0.2,90.2
2007,32,007,Nevada,"Elko County",47423,48.1,51.9,5.9,1.0,0.9,22.1,1.9,0.2,90.2
2008,32,007,Nevada,"Elko County",47634,48.1,51.9,6.0,0.9,0.9,22.4,2.0,0.2,89.9
2009,32,007,Nevada,"Elko County",48445,48.1,51.9,6.1,1.0,0.9,22.7,2.0,0.2,89.8
2010,32,007,Nevada,"Elko County",48926,48.1,51.9,6.1,1.0,0.9,23.0,2.2,0.2,89.6
2000,32,009,Nevada,"Esmeralda County",978,44.5,55.5,5.2,0.0,0.1,10.1,3.1,0.2,91.4
2001,32,009,Nevada,"Esmeralda County",966,45.3,54.7,5.3,0.0,0.1,10.4,3.0,0.2,91.4
2002,32,009,Nevada,"Esmeralda County",926,45.9,54.1,5.2,0.0,0.1,10.9,3.1,0.1,91.5
2003,32,009,Nevada,"Esmeralda County",885,44.9,55.1,5.2,0.0,0.1,12.2,3.1,0.2,91.4
2004,32,009,Nevada,"Esmeralda County",879,46.1,53.9,5.2,0.0,0.1,12.5,2.8,0.1,91.7
2005,32,009,Nevada,"Esmeralda County",886,44.1,55.9,4.6,0.3,0.0,12.9,2.5,0.1,92.4
2006,32,009,Nevada,"Esmeralda County",883,45.1,54.9,4.4,0.3,0.0,12.9,2.4,0.1,92.8
2007,32,009,Nevada,"Esmeralda County",829,45.4,54.6,4.2,0.4,0.0,12.9,2.5,0.1,92.8
2008,32,009,Nevada,"Esmeralda County",820,45.9,54.1,4.0,0.4,0.0,14.1,2.4,0.1,93.0
2009,32,009,Nevada,"Esmeralda County",806,45.2,54.8,4.1,0.4,0.0,14.9,2.4,0.0,93.2
2010,32,009,Nevada,"Esmeralda County",770,45.6,54.4,8.8,3.1,2.9,13.8,4.5,0.1,80.5
2000,32,011,Nevada,"Eureka County",1632,48.4,51.6,1.7,0.8,0.4,9.7,2.7,0.1,94.4
2001,32,011,Nevada,"Eureka County",1641,48.5,51.5,1.6,0.8,0.4,10.8,2.6,0.1,94.5
2002,32,011,Nevada,"Eureka County",1629,48.7,51.3,2.1,0.8,0.4,10.1,2.6,0.1,94.0
2003,32,011,Nevada,"Eureka County",1505,48.8,51.2,2.3,0.8,0.5,11.8,2.6,0.1,93.8
2004,32,011,Nevada,"Eureka County",1470,48.3,51.7,2.3,0.8,0.5,12.5,2.8,0.1,93.5
2005,32,011,Nevada,"Eureka County",1467,45.9,54.1,2.2,1.3,0.4,14.0,2.0,0.0,94.1
2006,32,011,Nevada,"Eureka County",1579,47.4,52.6,2.7,1.2,0.4,13.7,2.4,0.0,93.3
2007,32,011,Nevada,"Eureka County",1683,48.1,51.9,2.5,1.0,0.4,12.5,2.1,0.0,94.1
2008,32,011,Nevada,"Eureka County",1778,47.1,52.9,2.6,1.0,0.3,12.3,2.0,0.0,94.0
2009,32,011,Nevada,"Eureka County",1926,46.4,53.6,2.6,0.9,0.3,12.7,1.9,0.0,94.2
2010,32,011,Nevada,"Eureka County",2002,48.1,51.9,4.8,1.6,1.4,11.2,2.2,0.0,89.9
2000,32,013,Nevada,"Humboldt County",15868,47.6,52.4,4.3,0.6,0.5,19.1,1.4,0.1,93.0
2001,32,013,Nevada,"Humboldt County",15211,47.9,52.1,4.5,0.6,0.5,19.5,1.5,0.1,92.7
2002,32,013,Nevada,"Humboldt County",14776,47.9,52.1,4.7,0.7,0.5,20.1,1.6,0.1,92.4
2003,32,013,Nevada,"Humboldt County",14630,48.1,51.9,4.7,0.7,0.6,20.4,1.7,0.2,92.2
2004,32,013,Nevada,"Humboldt County",14912,47.9,52.1,4.8,0.7,0.6,20.9,1.8,0.2,92.1
2005,32,013,Nevada,"Humboldt County",15046,47.9,52.1,4.6,0.8,0.7,21.2,1.9,0.2,91.9
2006,32,013,Nevada,"Humboldt County",15420,47.7,52.3,4.4,0.9,0.7,21.8,2.0,0.1,91.9
2007,32,013,Nevada,"Humboldt County",15658,47.7,52.3,4.6,0.8,0.7,22.5,2.0,0.2,91.7
2008,32,013,Nevada,"Humboldt County",15958,47.8,52.2,4.7,0.8,0.7,23.5,2.0,0.2,91.6
2009,32,013,Nevada,"Humboldt County",16290,47.8,52.2,4.8,0.8,0.7,24.1,2.0,0.2,91.5
2010,32,013,Nevada,"Humboldt County",16606,47.7,52.3,4.7,0.9,0.7,24.5,2.0,0.2,91.5
2000,32,015,Nevada,"Lander County",5702,48.7,51.3,4.1,0.4,0.4,18.9,1.1,0.0,94.0
2001,32,015,Nevada,"Lander County",5450,48.4,51.6,4.4,0.4,0.4,19.3,1.2,0.0,93.7
2002,32,015,Nevada,"Lander County",5180,48.9,51.1,4.6,0.4,0.4,19.9,1.3,0.0,93.3
2003,32,015,Nevada,"Lander County",5017,48.5,51.5,4.7,0.4,0.3,19.7,1.4,0.0,93.1
2004,32,015,Nevada,"Lander County",5086,48.6,51.4,4.6,0.4,0.4,19.3,1.4,0.0,93.2
2005,32,015,Nevada,"Lander County",5117,49.0,51.0,4.6,0.4,0.7,20.1,1.5,0.0,92.8
2006,32,015,Nevada,"Lander County",5307,48.7,51.3,4.8,0.4,0.7,20.7,1.5,0.0,92.6
2007,32,015,Nevada,"Lander County",5439,49.1,50.9,4.9,0.4,0.6,20.5,1.5,0.0,92.5
2008,32,015,Nevada,"Lander County",5521,48.6,51.4,4.9,0.4,0.6,20.5,1.7,0.0,92.3
2009,32,015,Nevada,"Lander County",5660,48.5,51.5,4.9,0.4,0.6,21.3,1.7,0.0,92.3
2010,32,015,Nevada,"Lander County",5799,49.2,50.8,4.3,0.8,1.0,20.7,1.6,0.1,92.3
2000,32,017,Nevada,"Lincoln County",4179,48.1,51.9,1.9,0.3,1.8,5.3,1.3,0.0,94.6
2001,32,017,Nevada,"Lincoln County",4194,47.3,52.7,1.9,0.3,2.0,5.6,1.3,0.0,94.5
2002,32,017,Nevada,"Lincoln County",4294,47.3,52.7,1.9,0.4,2.0,5.7,1.2,0.0,94.4
2003,32,017,Nevada,"Lincoln County",4366,47.2,52.8,1.7,0.5,2.2,5.7,1.3,0.0,94.2
2004,32,017,Nevada,"Lincoln County",4401,46.6,53.4,1.8,0.5,2.3,6.0,1.4,0.0,94.0
2005,32,017,Nevada,"Lincoln County",4612,47.1,52.9,1.2,0.7,2.4,5.9,1.5,0.3,94.0
2006,32,017,Nevada,"Lincoln County",4729,47.3,52.7,1.4,0.7,2.3,6.2,1.8,0.3,93.6
2007,32,017,Nevada,"Lincoln County",4859,46.9,53.1,1.1,0.7,2.3,6.0,1.9,0.3,93.7
2008,32,017,Nevada,"Lincoln County",5106,46.2,53.8,1.2,0.7,2.4,5.8,1.9,0.3,93.5
2009,32,017,Nevada,"Lincoln County",5246,46.3,53.7,1.1,0.8,2.4,6.3,1.9,0.3,93.5
2010,32,017,Nevada,"Lincoln County",5362,46.4,53.6,2.0,0.9,2.6,6.5,1.3,0.1,93.0
2000,32,019,Nevada,"Lyon County",34809,49.4,50.6,2.5,0.6,0.7,11.1,2.0,0.1,94.0
2001,32,019,Nevada,"Lyon County",36012,49.3,50.7,2.7,0.8,0.8,11.2,2.2,0.1,93.3
2002,32,019,Nevada,"Lyon County",37573,49.3,50.7,2.7,0.9,0.9,11.9,2.3,0.2,93.0
2003,32,019,Nevada,"Lyon County",39646,49.2,50.8,2.8,1.0,0.9,12.3,2.3,0.2,92.7
2004,32,019,Nevada,"Lyon County",42534,49.3,50.7,2.6,1.1,0.9,12.5,2.6,0.2,92.6
2005,32,019,Nevada,"Lyon County",46228,49.4,50.6,2.6,1.3,1.0,12.8,2.5,0.2,92.3
2006,32,019,Nevada,"Lyon County",49827,49.6,50.4,2.6,1.3,0.9,13.7,2.6,0.2,92.3
2007,32,019,Nevada,"Lyon County",51725,49.5,50.5,2.7,1.4,1.0,14.3,2.7,0.2,92.0
2008,32,019,Nevada,"Lyon County",52156,49.5,50.5,2.8,1.4,0.9,14.6,2.8,0.3,91.8
2009,32,019,Nevada,"Lyon County",51819,49.6,50.4,3.0,1.5,0.9,14.7,3.0,0.3,91.4
2010,32,019,Nevada,"Lyon County",52049,49.6,50.4,3.1,1.5,0.9,14.9,3.0,0.3,91.2
2000,32,021,Nevada,"Mineral County",4999,49.6,50.4,15.7,0.8,4.9,8.5,1.8,0.1,76.7
2001,32,021,Nevada,"Mineral County",4852,49.8,50.2,16.3,0.8,5.3,9.4,1.8,0.1,75.7
2002,32,021,Nevada,"Mineral County",4716,50.0,50.0,16.0,0.8,5.2,9.5,2.1,0.1,75.8
2003,32,021,Nevada,"Mineral County",4750,50.1,49.9,16.2,0.9,4.9,9.4,2.3,0.1,75.6
2004,32,021,Nevada,"Mineral County",4892,50.0,50.0,16.1,0.9,4.6,9.0,2.4,0.1,75.9
2005,32,021,Nevada,"Mineral County",4880,50.7,49.3,15.9,1.1,4.6,9.1,3.1,0.1,75.2
2006,32,021,Nevada,"Mineral County",4864,51.0,49.0,15.7,1.1,4.6,9.0,3.3,0.1,75.1
2007,32,021,Nevada,"Mineral County",4880,50.8,49.2,16.3,1.1,4.4,9.1,3.3,0.1,74.8
2008,32,021,Nevada,"Mineral County",4781,50.8,49.2,16.6,1.2,4.2,8.7,3.7,0.1,74.0
2009,32,021,Nevada,"Mineral County",4769,50.5,49.5,16.1,1.2,4.2,9.1,3.9,0.1,74.5
2010,32,021,Nevada,"Mineral County",4768,50.5,49.5,15.0,1.8,3.8,9.7,5.0,0.7,73.8
2000,32,023,Nevada,"Nye County",32914,48.7,51.3,2.0,0.8,1.2,8.4,2.0,0.3,93.6
2001,32,023,Nevada,"Nye County",33684,48.8,51.2,2.2,1.0,1.5,8.8,2.1,0.4,93.0
2002,32,023,Nevada,"Nye County",34433,49.0,51.0,2.1,1.0,1.7,9.3,2.2,0.4,92.6
2003,32,023,Nevada,"Nye County",35525,49.0,51.0,2.1,1.0,1.7,9.7,2.2,0.4,92.6
2004,32,023,Nevada,"Nye County",37287,49.0,51.0,2.0,1.0,1.8,10.2,2.3,0.4,92.3
2005,32,023,Nevada,"Nye County",40027,49.2,50.8,1.9,1.1,1.9,11.3,2.4,0.4,92.2
2006,32,023,Nevada,"Nye County",42530,49.2,50.8,1.8,1.2,1.9,12.0,2.5,0.4,92.1
2007,32,023,Nevada,"Nye County",44279,49.3,50.7,1.8,1.3,2.0,12.8,2.6,0.4,91.9
2008,32,023,Nevada,"Nye County",44367,49.4,50.6,1.8,1.3,2.1,13.3,2.7,0.5,91.6
2009,32,023,Nevada,"Nye County",44446,49.5,50.5,1.9,1.4,2.1,13.5,2.8,0.5,91.4
2010,32,023,Nevada,"Nye County",43769,49.6,50.4,1.9,1.4,2.0,13.8,2.9,0.5,91.2
2000,32,027,Nevada,"Pershing County",6672,38.4,61.6,3.6,0.6,5.4,19.5,1.8,0.2,88.3
2001,32,027,Nevada,"Pershing County",6597,37.8,62.2,3.6,0.7,5.3,20.0,1.8,0.2,88.4
2002,32,027,Nevada,"Pershing County",6636,37.8,62.2,3.6,0.7,5.1,21.0,1.9,0.2,88.5
2003,32,027,Nevada,"Pershing County",6519,37.1,62.9,3.7,0.8,5.1,20.6,1.9,0.2,88.4
2004,32,027,Nevada,"Pershing County",6533,36.9,63.1,3.7,0.8,4.9,20.7,2.0,0.2,88.4
2005,32,027,Nevada,"Pershing County",6580,36.7,63.3,3.4,1.2,4.7,21.1,2.0,0.2,88.5
2006,32,027,Nevada,"Pershing County",6653,36.6,63.4,3.6,1.2,4.5,21.6,2.2,0.2,88.4
2007,32,027,Nevada,"Pershing County",6715,36.6,63.4,3.7,1.2,4.3,22.0,2.1,0.2,88.6
2008,32,027,Nevada,"Pershing County",6665,36.5,63.5,3.7,1.3,4.2,22.0,2.2,0.2,88.5
2009,32,027,Nevada,"Pershing County",6731,36.7,63.3,3.8,1.3,4.0,22.6,2.2,0.1,88.6
2010,32,027,Nevada,"Pershing County",6751,36.8,63.2,3.9,1.3,4.4,22.2,2.2,0.2,88.0
2000,32,029,Nevada,"Storey County",3393,48.2,51.8,1.7,1.0,0.3,5.3,1.9,0.1,94.9
2001,32,029,Nevada,"Storey County",3382,48.4,51.6,1.7,1.1,0.3,6.0,2.0,0.1,94.9
2002,32,029,Nevada,"Storey County",3332,48.5,51.5,1.7,1.1,0.4,5.8,2.0,0.2,94.7
2003,32,029,Nevada,"Storey County",3411,49.3,50.7,1.7,1.3,0.4,5.7,1.9,0.2,94.6
2004,32,029,Nevada,"Storey County",3531,49.6,50.4,2.0,1.2,0.3,5.6,2.1,0.2,94.3
2005,32,029,Nevada,"Storey County",3830,48.9,51.1,1.4,1.7,1.0,5.4,1.8,0.2,93.9
2006,32,029,Nevada,"Storey County",3913,48.6,51.4,1.6,1.6,1.0,5.1,1.9,0.3,93.5
2007,32,029,Nevada,"Storey County",4000,49.0,51.0,1.6,1.6,0.9,5.7,2.0,0.4,93.5
2008,32,029,Nevada,"Storey County",4099,49.7,50.3,1.6,1.6,1.0,5.7,1.9,0.4,93.5
2009,32,029,Nevada,"Storey County",4065,48.7,51.3,1.6,1.6,1.0,5.7,1.9,0.3,93.5
2010,32,029,Nevada,"Storey County",4002,48.8,51.2,2.7,1.6,1.2,6.1,2.3,0.1,92.0
2000,32,031,Nevada,"Washoe County",341389,49.3,50.7,1.9,4.5,2.2,16.7,2.0,0.5,88.9
2001,32,031,Nevada,"Washoe County",351959,49.4,50.6,1.9,4.6,2.2,17.3,2.1,0.5,88.6
2002,32,031,Nevada,"Washoe County",362374,49.4,50.6,1.9,4.7,2.3,18.1,2.2,0.6,88.3
2003,32,031,Nevada,"Washoe County",372302,49.4,50.6,1.9,4.8,2.3,18.7,2.3,0.6,88.1
2004,32,031,Nevada,"Washoe County",382777,49.4,50.6,1.9,4.9,2.3,19.2,2.4,0.6,87.8
2005,32,031,Nevada,"Washoe County",392716,49.4,50.6,2.0,5.0,2.4,19.8,2.5,0.6,87.5
2006,32,031,Nevada,"Washoe County",400453,49.4,50.6,2.0,5.1,2.4,20.5,2.6,0.6,87.2
2007,32,031,Nevada,"Washoe County",408724,49.4,50.6,2.0,5.2,2.5,21.1,2.7,0.6,86.9
2008,32,031,Nevada,"Washoe County",414793,49.4,50.6,2.1,5.3,2.5,21.6,2.8,0.7,86.7
2009,32,031,Nevada,"Washoe County",417722,49.5,50.5,2.1,5.4,2.5,22.0,2.9,0.7,86.5
2010,32,031,Nevada,"Washoe County",422528,49.5,50.5,2.1,5.4,2.5,22.3,3.0,0.7,86.3
2000,32,033,Nevada,"White Pine County",9029,43.7,56.3,3.6,0.9,4.3,11.2,1.2,0.2,89.9
2001,32,033,Nevada,"White Pine County",8747,43.4,56.6,3.8,0.9,4.4,11.6,1.2,0.3,89.3
2002,32,033,Nevada,"White Pine County",8693,43.4,56.6,4.0,0.9,4.4,12.1,1.3,0.2,89.0
2003,32,033,Nevada,"White Pine County",8651,43.2,56.8,4.2,1.0,4.5,12.4,1.5,0.2,88.6
2004,32,033,Nevada,"White Pine County",8708,43.4,56.6,4.1,1.0,4.5,12.2,1.5,0.2,88.6
2005,32,033,Nevada,"White Pine County",9166,43.1,56.9,4.2,1.0,4.3,12.0,1.8,0.1,88.6
2006,32,033,Nevada,"White Pine County",9511,43.1,56.9,4.1,1.0,4.2,12.2,2.0,0.1,88.7
2007,32,033,Nevada,"White Pine County",9626,43.2,56.8,3.8,1.0,4.1,12.3,2.0,0.1,88.9
2008,32,033,Nevada,"White Pine County",9732,43.7,56.3,4.1,1.0,4.1,12.1,2.2,0.1,88.5
2009,32,033,Nevada,"White Pine County",9900,43.6,56.4,4.3,1.0,4.0,13.0,2.1,0.1,88.5
2010,32,033,Nevada,"White Pine County",10058,43.2,56.8,4.2,1.1,4.2,13.4,2.0,0.1,88.4
2000,33,001,"New Hampshire","Belknap County",56473,50.7,49.3,0.3,0.6,0.3,0.7,0.8,0.0,98.0
2001,33,001,"New Hampshire","Belknap County",57597,50.8,49.2,0.3,0.7,0.4,0.9,0.8,0.0,97.8
2002,33,001,"New Hampshire","Belknap County",58609,50.9,49.1,0.3,0.7,0.4,0.9,0.9,0.0,97.7
2003,33,001,"New Hampshire","Belknap County",59497,50.8,49.2,0.3,0.8,0.4,1.0,0.9,0.0,97.6
2004,33,001,"New Hampshire","Belknap County",60170,50.9,49.1,0.3,0.8,0.5,1.0,0.9,0.0,97.5
2005,33,001,"New Hampshire","Belknap County",60287,50.9,49.1,0.3,0.9,0.4,1.0,1.0,0.0,97.4
2006,33,001,"New Hampshire","Belknap County",60105,51.0,49.0,0.3,1.0,0.5,1.1,1.0,0.0,97.2
2007,33,001,"New Hampshire","Belknap County",60109,50.9,49.1,0.2,1.0,0.4,1.2,1.0,0.0,97.3
2008,33,001,"New Hampshire","Belknap County",60239,50.9,49.1,0.2,1.1,0.5,1.2,1.1,0.0,97.1
2009,33,001,"New Hampshire","Belknap County",60171,50.9,49.1,0.2,1.2,0.5,1.2,1.1,0.0,96.9
2010,33,001,"New Hampshire","Belknap County",60085,50.9,49.1,0.2,1.2,0.5,1.3,1.2,0.0,96.8
2000,33,003,"New Hampshire","Carroll County",43907,50.8,49.2,0.3,0.4,0.2,0.5,0.7,0.0,98.5
2001,33,003,"New Hampshire","Carroll County",44200,50.9,49.1,0.3,0.5,0.2,0.6,0.7,0.0,98.3
2002,33,003,"New Hampshire","Carroll County",45074,50.8,49.2,0.3,0.5,0.2,0.7,0.7,0.0,98.3
2003,33,003,"New Hampshire","Carroll County",45697,50.8,49.2,0.3,0.5,0.2,0.8,0.8,0.0,98.2
2004,33,003,"New Hampshire","Carroll County",46496,50.8,49.2,0.3,0.5,0.3,0.8,0.8,0.0,98.1
2005,33,003,"New Hampshire","Carroll County",46652,50.7,49.3,0.3,0.5,0.2,0.8,0.8,0.0,98.1
2006,33,003,"New Hampshire","Carroll County",47421,50.6,49.4,0.3,0.6,0.3,0.9,0.9,0.0,98.0
2007,33,003,"New Hampshire","Carroll County",47829,50.5,49.5,0.3,0.6,0.3,0.9,0.9,0.0,97.9
2008,33,003,"New Hampshire","Carroll County",48013,50.5,49.5,0.3,0.7,0.3,0.9,1.0,0.0,97.7
2009,33,003,"New Hampshire","Carroll County",47763,50.5,49.5,0.3,0.6,0.3,1.1,1.0,0.0,97.7
2010,33,003,"New Hampshire","Carroll County",47836,50.4,49.6,0.3,0.7,0.3,1.0,1.1,0.0,97.6
2000,33,005,"New Hampshire","Cheshire County",73953,51.3,48.7,0.3,0.5,0.4,0.7,0.7,0.0,98.1
2001,33,005,"New Hampshire","Cheshire County",74372,51.3,48.7,0.3,0.6,0.4,0.8,0.8,0.0,97.8
2002,33,005,"New Hampshire","Cheshire County",75047,51.3,48.7,0.3,0.7,0.4,0.9,0.8,0.0,97.8
2003,33,005,"New Hampshire","Cheshire County",76135,51.3,48.7,0.3,0.7,0.5,1.0,0.9,0.0,97.6
2004,33,005,"New Hampshire","Cheshire County",76709,51.4,48.6,0.3,0.8,0.5,1.1,1.0,0.0,97.5
2005,33,005,"New Hampshire","Cheshire County",77061,51.4,48.6,0.3,0.9,0.5,1.1,1.0,0.0,97.3
2006,33,005,"New Hampshire","Cheshire County",77658,51.2,48.8,0.3,1.0,0.5,1.3,1.1,0.0,97.1
2007,33,005,"New Hampshire","Cheshire County",77745,51.2,48.8,0.3,1.0,0.5,1.3,1.1,0.0,97.0
2008,33,005,"New Hampshire","Cheshire County",77472,51.2,48.8,0.3,1.1,0.5,1.4,1.2,0.0,97.0
2009,33,005,"New Hampshire","Cheshire County",77302,51.3,48.7,0.3,1.1,0.6,1.4,1.2,0.0,96.8
2010,33,005,"New Hampshire","Cheshire County",77049,51.2,48.8,0.2,1.2,0.5,1.5,1.4,0.0,96.6
2000,33,007,"New Hampshire","Coos County",33158,51.1,48.9,0.3,0.4,0.1,0.6,0.7,0.0,98.4
2001,33,007,"New Hampshire","Coos County",33113,50.9,49.1,0.3,0.4,0.2,0.7,0.8,0.0,98.3
2002,33,007,"New Hampshire","Coos County",33234,50.7,49.3,0.3,0.4,0.2,0.7,0.8,0.0,98.2
2003,33,007,"New Hampshire","Coos County",33462,50.5,49.5,0.3,0.4,0.2,0.9,0.9,0.0,98.1
2004,33,007,"New Hampshire","Coos County",33589,50.2,49.8,0.3,0.4,0.3,0.9,1.0,0.0,98.0
2005,33,007,"New Hampshire","Coos County",33845,50.0,50.0,0.3,0.5,0.3,1.0,1.0,0.0,97.9
2006,33,007,"New Hampshire","Coos County",33814,50.0,50.0,0.3,0.5,0.4,1.0,1.0,0.0,97.8
2007,33,007,"New Hampshire","Coos County",33751,49.7,50.3,0.4,0.5,0.4,1.1,1.1,0.0,97.7
2008,33,007,"New Hampshire","Coos County",33488,49.6,50.4,0.4,0.5,0.4,1.1,1.1,0.0,97.5
2009,33,007,"New Hampshire","Coos County",33224,49.2,50.8,0.4,0.5,0.5,1.2,1.2,0.0,97.5
2010,33,007,"New Hampshire","Coos County",32950,49.1,50.9,0.3,0.6,0.6,1.2,1.3,0.0,97.1
2000,33,009,"New Hampshire","Grafton County",81868,50.8,49.2,0.3,1.8,0.6,1.1,1.0,0.0,96.3
2001,33,009,"New Hampshire","Grafton County",82233,50.7,49.3,0.3,1.9,0.6,1.2,1.1,0.0,96.0
2002,33,009,"New Hampshire","Grafton County",83152,50.7,49.3,0.4,2.0,0.7,1.3,1.2,0.0,95.8
2003,33,009,"New Hampshire","Grafton County",84211,50.7,49.3,0.4,2.2,0.7,1.4,1.2,0.0,95.5
2004,33,009,"New Hampshire","Grafton County",85312,50.5,49.5,0.4,2.3,0.8,1.5,1.2,0.0,95.3
2005,33,009,"New Hampshire","Grafton County",86287,50.6,49.4,0.4,2.5,0.8,1.5,1.3,0.0,95.0
2006,33,009,"New Hampshire","Grafton County",87236,50.5,49.5,0.4,2.6,0.8,1.6,1.4,0.0,94.8
2007,33,009,"New Hampshire","Grafton County",87764,50.5,49.5,0.4,2.6,0.9,1.7,1.5,0.0,94.6
2008,33,009,"New Hampshire","Grafton County",88745,50.5,49.5,0.4,2.8,0.9,1.8,1.5,0.0,94.4
2009,33,009,"New Hampshire","Grafton County",88926,50.5,49.5,0.4,2.9,1.0,1.8,1.6,0.0,94.1
2010,33,009,"New Hampshire","Grafton County",89108,50.5,49.5,0.3,3.0,1.0,1.9,1.7,0.0,94.0
2000,33,011,"New Hampshire","Hillsborough County",382162,50.7,49.3,0.3,2.1,1.5,3.2,0.9,0.0,95.3
2001,33,011,"New Hampshire","Hillsborough County",387414,50.6,49.4,0.3,2.3,1.6,3.5,1.0,0.0,94.9
2002,33,011,"New Hampshire","Hillsborough County",389665,50.6,49.4,0.3,2.5,1.7,3.8,1.0,0.0,94.5
2003,33,011,"New Hampshire","Hillsborough County",391461,50.5,49.5,0.3,2.6,1.8,4.0,1.1,0.0,94.2
2004,33,011,"New Hampshire","Hillsborough County",394428,50.5,49.5,0.3,2.8,1.9,4.1,1.2,0.0,93.8
2005,33,011,"New Hampshire","Hillsborough County",396381,50.5,49.5,0.3,2.9,2.0,4.3,1.2,0.1,93.5
2006,33,011,"New Hampshire","Hillsborough County",398169,50.5,49.5,0.3,3.1,2.1,4.6,1.3,0.1,93.2
2007,33,011,"New Hampshire","Hillsborough County",398843,50.5,49.5,0.3,3.2,2.1,4.8,1.4,0.1,92.9
2008,33,011,"New Hampshire","Hillsborough County",399556,50.5,49.5,0.3,3.3,2.2,5.0,1.5,0.1,92.6
2009,33,011,"New Hampshire","Hillsborough County",400148,50.5,49.5,0.3,3.3,2.2,5.2,1.6,0.1,92.4
2010,33,011,"New Hampshire","Hillsborough County",401057,50.5,49.5,0.3,3.3,2.3,5.3,1.6,0.1,92.4
2000,33,013,"New Hampshire","Merrimack County",136576,50.8,49.2,0.2,0.9,0.6,1.0,0.9,0.0,97.4
